"m (Meter)"	"qc (MN/m�)"	"fs (kN/m�)"	"u2 (kN/m�)"	"� (Ix)"	"� (Iy)"	" ()"	" ()"	" ()"	"Cm/s"
"7.87"	"9.87"	"48.180"	"59.15"	"-0.69"	"1.53"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"7.88"	"9.92"	"46.240"	"61.04"	"-1.09"	"1.93"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"7.89"	"9.33"	"42.320"	"60.32"	"0.34"	"2.32"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"7.90"	"9.03"	"48.420"	"58.84"	"-0.11"	"1.42"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"7.91"	"9.06"	"57.220"	"59.97"	"-0.57"	"0.96"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"7.92"	"8.91"	"56.240"	"63.06"	"-0.69"	"1.59"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"7.93"	"9.00"	"58.180"	"62.11"	"-0.46"	"1.36"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"7.94"	"8.98"	"61.520"	"59.39"	"-1.09"	"0.91"	"Disabled"	"Disabled"	"Disabled"	"2.13"	
"7.95"	"9.02"	"57.960"	"61.77"	"-1.03"	"2.49"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"7.96"	"8.33"	"54.280"	"62.35"	"-0.51"	"1.81"	"Disabled"	"Disabled"	"Disabled"	"0.03"	
"7.97"	"8.77"	"49.100"	"61.51"	"-0.46"	"2.32"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"7.98"	"8.69"	"50.400"	"62.07"	"-0.51"	"2.27"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"7.99"	"8.71"	"56.220"	"61.75"	"-0.69"	"1.53"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.00"	"8.57"	"56.480"	"62.48"	"-0.74"	"1.93"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.01"	"8.49"	"57.320"	"62.79"	"-0.69"	"1.42"	"Disabled"	"Disabled"	"Disabled"	"2.30"	
"8.02"	"8.48"	"58.420"	"62.18"	"-0.23"	"2.04"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.03"	"8.40"	"57.480"	"62.08"	"-1.32"	"1.64"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"8.04"	"8.34"	"39.140"	"61.73"	"-0.74"	"2.10"	"Disabled"	"Disabled"	"Disabled"	"2.56"	
"8.05"	"8.18"	"37.440"	"64.01"	"-0.51"	"1.42"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"8.06"	"8.11"	"37.240"	"62.43"	"-0.80"	"1.70"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.07"	"7.95"	"37.300"	"61.88"	"-0.86"	"2.15"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"8.08"	"7.85"	"38.840"	"63.20"	"-0.57"	"2.04"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.09"	"7.82"	"39.680"	"62.67"	"-0.86"	"1.36"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.10"	"7.81"	"36.240"	"63.17"	"-1.37"	"1.81"	"Disabled"	"Disabled"	"Disabled"	"2.13"	
"8.11"	"7.72"	"36.140"	"63.44"	"-1.03"	"1.81"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.12"	"7.68"	"36.940"	"62.15"	"-0.51"	"1.98"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.13"	"7.71"	"34.960"	"64.12"	"-0.80"	"2.04"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.14"	"7.63"	"35.700"	"61.57"	"-0.51"	"1.42"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.15"	"7.55"	"36.760"	"63.31"	"-0.57"	"1.87"	"Disabled"	"Disabled"	"Disabled"	"1.97"	
"8.16"	"7.76"	"34.560"	"62.80"	"-0.86"	"2.04"	"Disabled"	"Disabled"	"Disabled"	"1.83"	
"8.17"	"7.86"	"32.720"	"63.38"	"-0.46"	"1.30"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.18"	"8.08"	"30.580"	"63.37"	"-0.80"	"2.21"	"Disabled"	"Disabled"	"Disabled"	"1.83"	
"8.19"	"8.19"	"29.940"	"63.22"	"-0.63"	"1.70"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.20"	"8.30"	"29.220"	"62.92"	"-0.80"	"1.64"	"Disabled"	"Disabled"	"Disabled"	"1.80"	
"8.21"	"7.95"	"29.860"	"66.51"	"-1.15"	"1.53"	"Disabled"	"Disabled"	"Disabled"	"1.83"	
"8.22"	"7.91"	"32.540"	"65.12"	"-0.80"	"2.15"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.23"	"7.74"	"42.540"	"64.26"	"-0.92"	"2.44"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.24"	"7.81"	"41.020"	"64.42"	"-0.69"	"1.81"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.25"	"7.79"	"37.480"	"64.86"	"-0.86"	"1.87"	"Disabled"	"Disabled"	"Disabled"	"1.83"	
"8.26"	"7.93"	"35.520"	"64.43"	"-1.20"	"1.70"	"Disabled"	"Disabled"	"Disabled"	"1.97"	
"8.27"	"8.08"	"35.520"	"64.35"	"-0.80"	"1.64"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.28"	"8.15"	"35.460"	"63.59"	"-0.69"	"1.70"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.29"	"8.16"	"36.660"	"65.05"	"-0.69"	"1.42"	"Disabled"	"Disabled"	"Disabled"	"1.95"	
"8.30"	"8.45"	"39.580"	"64.62"	"-0.46"	"1.42"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.31"	"8.62"	"40.960"	"64.77"	"-0.80"	"1.59"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.32"	"9.02"	"41.340"	"64.18"	"-0.74"	"1.42"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.33"	"9.12"	"43.280"	"63.89"	"-0.57"	"1.59"	"Disabled"	"Disabled"	"Disabled"	"1.95"	
"8.34"	"9.27"	"44.820"	"66.50"	"-1.03"	"1.59"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.35"	"9.29"	"46.220"	"65.58"	"-0.63"	"1.47"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.36"	"9.45"	"37.440"	"65.40"	"-0.74"	"1.25"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.37"	"9.56"	"37.120"	"65.51"	"-0.86"	"1.81"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"8.38"	"9.65"	"36.740"	"65.65"	"-0.74"	"1.53"	"Disabled"	"Disabled"	"Disabled"	"2.05"	
"8.39"	"9.71"	"39.280"	"65.72"	"-0.86"	"1.70"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.40"	"9.70"	"39.320"	"65.71"	"-0.57"	"1.81"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"8.41"	"9.64"	"40.560"	"65.99"	"-1.03"	"1.76"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.42"	"9.63"	"41.660"	"65.90"	"-0.57"	"1.47"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.43"	"9.63"	"39.360"	"66.08"	"-0.80"	"1.81"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.44"	"9.43"	"38.780"	"66.40"	"-0.74"	"1.70"	"Disabled"	"Disabled"	"Disabled"	"1.67"	
"8.45"	"9.49"	"37.900"	"66.68"	"-0.97"	"1.47"	"Disabled"	"Disabled"	"Disabled"	"0.08"	
"8.46"	"9.57"	"39.740"	"66.66"	"-0.92"	"1.53"	"Disabled"	"Disabled"	"Disabled"	"1.50"	
"8.47"	"9.61"	"39.420"	"66.65"	"-0.80"	"1.53"	"Disabled"	"Disabled"	"Disabled"	"1.48"	
"8.48"	"9.73"	"38.980"	"67.08"	"-0.86"	"1.76"	"Disabled"	"Disabled"	"Disabled"	"1.67"	
"8.49"	"9.81"	"38.260"	"66.58"	"-0.86"	"1.64"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.50"	"10.02"	"38.340"	"66.68"	"-0.63"	"1.76"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.51"	"10.20"	"39.900"	"67.20"	"-0.97"	"1.42"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"8.52"	"10.21"	"38.300"	"68.23"	"-1.03"	"1.47"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.53"	"10.47"	"47.060"	"67.98"	"-0.92"	"1.47"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"8.54"	"10.75"	"43.740"	"67.68"	"-0.92"	"1.47"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"8.55"	"11.08"	"42.920"	"67.63"	"-0.69"	"1.47"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.56"	"11.44"	"41.780"	"66.95"	"-1.09"	"1.64"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"8.57"	"11.73"	"37.480"	"68.78"	"-0.92"	"1.53"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"8.58"	"11.99"	"44.260"	"67.75"	"-1.15"	"1.59"	"Disabled"	"Disabled"	"Disabled"	"2.44"	
"8.59"	"12.39"	"42.960"	"68.33"	"-0.74"	"1.47"	"Disabled"	"Disabled"	"Disabled"	"2.31"	
"8.60"	"12.73"	"40.520"	"67.44"	"-0.97"	"1.76"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"8.61"	"13.22"	"39.240"	"67.10"	"-1.15"	"1.98"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.62"	"13.24"	"42.360"	"68.92"	"-0.92"	"1.53"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"8.63"	"13.50"	"43.820"	"67.61"	"-1.03"	"1.81"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.64"	"13.54"	"42.960"	"65.87"	"-0.97"	"1.87"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"8.65"	"13.42"	"41.440"	"68.87"	"-1.26"	"1.98"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.66"	"13.11"	"46.700"	"69.28"	"-1.15"	"1.59"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"8.67"	"13.00"	"47.560"	"67.97"	"-1.03"	"1.13"	"Disabled"	"Disabled"	"Disabled"	"1.95"	
"8.68"	"12.74"	"50.220"	"67.95"	"-0.92"	"1.59"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.69"	"12.74"	"47.280"	"69.65"	"-1.03"	"1.64"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.70"	"12.35"	"50.280"	"69.38"	"-1.26"	"1.47"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"8.71"	"12.15"	"49.540"	"70.21"	"-0.63"	"1.70"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.72"	"11.87"	"49.120"	"68.38"	"-1.09"	"1.64"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"8.73"	"11.56"	"50.560"	"70.05"	"-1.26"	"1.81"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.74"	"11.24"	"52.780"	"68.95"	"-0.97"	"1.59"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.75"	"10.87"	"54.840"	"69.71"	"-1.15"	"1.47"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"8.76"	"10.49"	"53.420"	"69.23"	"-0.92"	"1.47"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"8.77"	"10.24"	"48.760"	"69.88"	"-0.69"	"1.70"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.78"	"9.97"	"52.340"	"68.81"	"-1.15"	"1.59"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"8.79"	"9.75"	"47.540"	"70.32"	"-1.15"	"1.42"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.80"	"9.46"	"48.520"	"69.46"	"-1.15"	"1.59"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.81"	"9.32"	"46.920"	"70.18"	"-1.15"	"1.47"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"8.82"	"9.15"	"45.840"	"70.14"	"-0.80"	"1.59"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"8.83"	"8.91"	"44.200"	"69.45"	"-0.97"	"1.70"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"8.84"	"8.87"	"41.440"	"69.62"	"-0.69"	"2.04"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"8.85"	"8.57"	"42.380"	"71.79"	"-0.57"	"1.02"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.86"	"8.40"	"41.680"	"68.65"	"-0.86"	"1.93"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.87"	"8.28"	"41.100"	"71.19"	"-0.80"	"1.70"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"8.88"	"8.22"	"38.440"	"70.50"	"-0.69"	"1.64"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"8.89"	"8.13"	"37.560"	"69.80"	"-1.26"	"1.70"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"8.90"	"7.91"	"35.620"	"71.13"	"-1.15"	"2.21"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"8.91"	"7.83"	"33.860"	"71.60"	"-0.92"	"1.76"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"8.92"	"5.95"	"47.460"	"73.10"	"-0.92"	"1.76"	"Disabled"	"Disabled"	"Disabled"	"0.02"	
"8.93"	"7.47"	"32.620"	"71.82"	"-1.32"	"1.30"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.94"	"7.48"	"31.180"	"72.13"	"-1.03"	"1.87"	"Disabled"	"Disabled"	"Disabled"	"1.95"	
"8.95"	"7.43"	"32.680"	"71.96"	"-0.57"	"1.70"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"8.96"	"7.43"	"33.680"	"72.26"	"-1.03"	"1.76"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.97"	"7.41"	"33.860"	"72.27"	"-1.09"	"1.87"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"8.98"	"7.36"	"34.920"	"72.27"	"-1.20"	"1.70"	"Disabled"	"Disabled"	"Disabled"	"2.13"	
"8.99"	"7.34"	"33.200"	"72.22"	"-1.26"	"1.64"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"9.00"	"7.29"	"32.560"	"72.37"	"-1.09"	"1.59"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"9.01"	"7.28"	"30.680"	"72.27"	"-1.20"	"1.64"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.02"	"7.23"	"29.360"	"72.70"	"-1.03"	"1.76"	"Disabled"	"Disabled"	"Disabled"	"2.30"	
"9.03"	"7.19"	"30.880"	"73.06"	"-1.15"	"1.59"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.04"	"7.16"	"32.260"	"73.15"	"-1.20"	"1.70"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.05"	"7.12"	"29.880"	"73.10"	"-1.32"	"1.76"	"Disabled"	"Disabled"	"Disabled"	"1.95"	
"9.06"	"7.10"	"27.160"	"73.31"	"-1.20"	"1.59"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"9.07"	"7.16"	"27.960"	"73.41"	"-1.32"	"1.64"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.08"	"7.27"	"31.840"	"73.32"	"-1.20"	"1.98"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"9.09"	"7.43"	"30.900"	"73.07"	"-1.09"	"1.81"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.10"	"7.50"	"33.660"	"73.73"	"-1.26"	"1.19"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.11"	"7.60"	"35.220"	"73.42"	"-1.26"	"1.76"	"Disabled"	"Disabled"	"Disabled"	"2.13"	
"9.12"	"7.73"	"35.880"	"73.35"	"-1.20"	"1.93"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.13"	"7.80"	"35.380"	"73.87"	"-1.37"	"1.70"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.14"	"7.94"	"35.220"	"73.93"	"-0.97"	"2.04"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"9.15"	"8.08"	"33.520"	"73.05"	"-1.37"	"1.98"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"9.16"	"8.18"	"33.940"	"73.78"	"-1.55"	"2.04"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"9.17"	"7.98"	"33.820"	"75.73"	"-1.37"	"1.93"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.18"	"8.04"	"40.340"	"73.26"	"-0.92"	"1.76"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.19"	"8.20"	"39.740"	"73.73"	"-1.20"	"1.70"	"Disabled"	"Disabled"	"Disabled"	"2.44"	
"9.20"	"8.38"	"36.660"	"74.09"	"-1.03"	"1.81"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.21"	"8.67"	"36.960"	"74.65"	"-1.03"	"1.70"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"9.22"	"8.87"	"35.580"	"74.71"	"-1.03"	"1.59"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"9.23"	"9.08"	"36.460"	"74.78"	"-0.97"	"2.04"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.24"	"9.33"	"35.780"	"74.80"	"-0.92"	"1.42"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"9.25"	"9.84"	"36.260"	"74.63"	"-1.26"	"1.93"	"Disabled"	"Disabled"	"Disabled"	"2.13"	
"9.26"	"10.21"	"38.700"	"74.44"	"-1.15"	"1.81"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.27"	"10.76"	"38.420"	"75.03"	"-1.60"	"1.59"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.28"	"11.49"	"38.680"	"75.26"	"-1.03"	"2.32"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"9.29"	"12.71"	"38.800"	"75.37"	"-1.43"	"2.27"	"Disabled"	"Disabled"	"Disabled"	"2.13"	
"9.30"	"13.66"	"37.540"	"75.05"	"-1.37"	"2.04"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.31"	"14.56"	"38.180"	"75.38"	"-1.49"	"1.64"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"9.32"	"15.78"	"31.080"	"75.37"	"-1.20"	"1.98"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"9.33"	"16.43"	"33.960"	"75.48"	"-1.20"	"2.27"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"9.34"	"17.19"	"36.200"	"74.95"	"-1.78"	"1.93"	"Disabled"	"Disabled"	"Disabled"	"1.97"	
"9.35"	"17.59"	"37.640"	"75.19"	"-1.37"	"1.76"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"9.36"	"17.79"	"37.640"	"75.88"	"-1.32"	"2.04"	"Disabled"	"Disabled"	"Disabled"	"1.97"	
"9.37"	"17.65"	"36.040"	"78.34"	"-1.03"	"1.98"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"9.38"	"17.00"	"42.920"	"74.57"	"-1.20"	"2.10"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.39"	"15.92"	"42.240"	"76.05"	"-1.26"	"1.98"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"9.40"	"15.52"	"46.860"	"76.14"	"-0.69"	"2.15"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.41"	"14.36"	"40.180"	"77.35"	"-1.37"	"2.10"	"Disabled"	"Disabled"	"Disabled"	"0.08"	
"9.42"	"14.23"	"44.740"	"75.31"	"-1.26"	"2.04"	"Disabled"	"Disabled"	"Disabled"	"1.50"	
"9.43"	"14.08"	"49.800"	"77.59"	"-1.26"	"1.81"	"Disabled"	"Disabled"	"Disabled"	"1.97"	
"9.44"	"14.13"	"49.020"	"78.29"	"-1.43"	"2.15"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.45"	"14.27"	"47.740"	"76.03"	"-0.69"	"1.59"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.46"	"14.00"	"47.120"	"76.80"	"-2.06"	"1.87"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"9.47"	"13.97"	"54.100"	"78.41"	"-1.26"	"1.87"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"9.48"	"13.95"	"59.460"	"79.29"	"-1.32"	"1.76"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"9.49"	"14.22"	"56.160"	"77.75"	"-1.43"	"2.15"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"9.50"	"14.33"	"56.200"	"77.71"	"-1.09"	"1.87"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"9.51"	"14.40"	"57.440"	"77.61"	"-0.74"	"1.70"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.52"	"14.57"	"51.060"	"77.03"	"-0.86"	"2.10"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"9.53"	"14.65"	"51.360"	"77.97"	"-1.26"	"2.38"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.54"	"15.00"	"54.240"	"78.43"	"-1.55"	"1.76"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.55"	"15.64"	"53.660"	"77.41"	"-1.15"	"1.81"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"9.56"	"16.19"	"49.860"	"78.10"	"-1.20"	"2.32"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"9.57"	"16.64"	"57.820"	"77.91"	"-1.15"	"1.81"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.58"	"17.35"	"55.760"	"78.86"	"-1.09"	"2.38"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.59"	"18.71"	"48.600"	"79.03"	"-1.49"	"1.53"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"9.60"	"19.62"	"55.840"	"78.16"	"-1.37"	"2.10"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"9.61"	"20.70"	"52.840"	"78.71"	"-1.55"	"1.93"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"9.62"	"22.09"	"49.780"	"78.40"	"-1.32"	"2.21"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"9.63"	"23.98"	"51.920"	"78.94"	"-1.03"	"1.76"	"Disabled"	"Disabled"	"Disabled"	"1.97"	
"9.64"	"24.91"	"50.200"	"78.66"	"-1.03"	"2.10"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"9.65"	"27.01"	"48.640"	"79.31"	"-1.26"	"2.72"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"9.66"	"28.33"	"57.060"	"79.78"	"0.51"	"1.36"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"9.67"	"27.89"	"75.340"	"74.59"	"0.46"	"2.10"	"Disabled"	"Disabled"	"Disabled"	"1.67"	
"9.68"	"27.35"	"61.580"	"78.18"	"-1.72"	"2.38"	"Disabled"	"Disabled"	"Disabled"	"0.14"	
"9.69"	"27.57"	"72.140"	"80.74"	"-1.20"	"1.98"	"Disabled"	"Disabled"	"Disabled"	"1.33"	
"9.70"	"27.99"	"70.820"	"81.71"	"-0.86"	"1.87"	"Disabled"	"Disabled"	"Disabled"	"1.25"	
"9.71"	"28.82"	"74.140"	"82.90"	"-1.26"	"2.44"	"Disabled"	"Disabled"	"Disabled"	"1.23"	
"9.72"	"29.67"	"65.280"	"78.98"	"-0.86"	"2.38"	"Disabled"	"Disabled"	"Disabled"	"1.25"	
"9.73"	"30.59"	"53.900"	"81.03"	"-1.03"	"1.93"	"Disabled"	"Disabled"	"Disabled"	"1.38"	
"9.74"	"31.19"	"50.300"	"82.17"	"-1.37"	"2.10"	"Disabled"	"Disabled"	"Disabled"	"1.48"	
"9.75"	"31.89"	"65.240"	"84.83"	"-1.43"	"1.93"	"Disabled"	"Disabled"	"Disabled"	"1.67"	
"9.76"	"33.01"	"64.060"	"83.06"	"-1.20"	"2.38"	"Disabled"	"Disabled"	"Disabled"	"1.50"	
"9.77"	"33.50"	"75.860"	"83.01"	"-0.80"	"2.04"	"Disabled"	"Disabled"	"Disabled"	"1.48"	
"9.78"	"34.01"	"70.300"	"83.40"	"-1.03"	"2.21"	"Disabled"	"Disabled"	"Disabled"	"1.37"	
"9.79"	"34.07"	"64.960"	"86.51"	"-1.09"	"1.87"	"Disabled"	"Disabled"	"Disabled"	"1.48"	
"9.80"	"34.21"	"85.720"	"78.37"	"-1.20"	"1.53"	"Disabled"	"Disabled"	"Disabled"	"1.38"	
"9.81"	"33.81"	"75.500"	"79.29"	"-0.92"	"2.49"	"Disabled"	"Disabled"	"Disabled"	"1.33"	
"9.82"	"31.82"	"69.200"	"78.77"	"-1.15"	"2.32"	"Disabled"	"Disabled"	"Disabled"	"1.64"	
"9.83"	"30.97"	"91.380"	"72.18"	"-1.37"	"1.87"	"Disabled"	"Disabled"	"Disabled"	"1.50"	
"9.84"	"29.43"	"96.620"	"71.20"	"-0.86"	"1.98"	"Disabled"	"Disabled"	"Disabled"	"1.67"	
"9.85"	"28.89"	"82.620"	"72.86"	"-0.92"	"1.19"	"Disabled"	"Disabled"	"Disabled"	"1.67"	
"9.86"	"27.21"	"109.660"	"68.10"	"-1.20"	"2.49"	"Disabled"	"Disabled"	"Disabled"	"1.64"	
"9.87"	"25.16"	"89.920"	"73.44"	"-1.83"	"2.89"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"9.88"	"22.42"	"66.280"	"75.39"	"-1.20"	"2.15"	"Disabled"	"Disabled"	"Disabled"	"0.03"	
"9.89"	"21.49"	"56.080"	"77.07"	"-0.92"	"2.27"	"Disabled"	"Disabled"	"Disabled"	"1.67"	
"9.90"	"20.62"	"61.580"	"78.69"	"-1.32"	"2.15"	"Disabled"	"Disabled"	"Disabled"	"1.64"	
"9.91"	"19.82"	"59.040"	"78.56"	"-1.20"	"2.49"	"Disabled"	"Disabled"	"Disabled"	"1.83"	
"9.92"	"18.37"	"47.720"	"71.76"	"-1.32"	"1.98"	"Disabled"	"Disabled"	"Disabled"	"1.80"	
"9.93"	"17.36"	"48.960"	"73.57"	"-1.55"	"2.27"	"Disabled"	"Disabled"	"Disabled"	"1.75"	
"9.94"	"16.95"	"52.400"	"84.02"	"-1.03"	"1.87"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"9.95"	"16.08"	"54.880"	"75.18"	"-1.26"	"2.27"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"9.96"	"15.69"	"53.340"	"68.65"	"-1.09"	"2.27"	"Disabled"	"Disabled"	"Disabled"	"1.97"	
"9.97"	"15.35"	"56.160"	"72.48"	"-1.55"	"2.44"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"9.98"	"15.04"	"60.360"	"75.13"	"-1.09"	"2.21"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"9.99"	"14.83"	"59.740"	"77.16"	"-1.20"	"2.32"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"10.00"	"14.54"	"63.400"	"80.10"	"-1.03"	"2.44"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
